region,rvalue-s,pvalue-s,fdr-pvalue-s,rvalue,pvalue,fdr-pvalue
Left-Caudate,-0.015244126028543619,0.8426706678043432,0.963436713847523,-0.03757469219107347,0.6245818915763709,0.9571776199669187
Left-Putamen,-0.03926860443688286,0.6090395417555681,0.9610773654871112,-0.06541517035665027,0.39389792739205337,0.9571776199669187
Left-Pallidum,-0.06421782710445904,0.40263082334206146,0.9610773654871112,-0.09248468301397891,0.22755973472860358,0.9251214856689762
Left-Hippocampus,-0.047479248299827165,0.5362504597464197,0.9610773654871112,-0.057801074382161324,0.4513559762282316,0.9571776199669187
Left-Amygdala,0.025511854059994576,0.7397388736689889,0.9610773654871112,-0.027308023380500188,0.72214300082798,0.9571776199669187
Left-Accumbens-area,0.06461886415565875,0.39969310422498017,0.9610773654871112,0.015657877232009655,0.838458027139471,0.9693292437985219
Right-Thalamus-Proper,-0.03888526019676551,0.6125419403001324,0.9610773654871112,-0.06445373622984807,0.4009011661743209,0.9571776199669187
Right-Caudate,-0.016394158748895677,0.8309729288412414,0.9624487188742277,-0.04225130526944695,0.5820958314925406,0.9571776199669187
Right-Putamen,-0.013133963426789942,0.864222456645398,0.9706145818036329,-0.016251103133384147,0.8324260770583817,0.9693292437985219
Right-Pallidum,-0.04329784728070095,0.5727746371615505,0.9610773654871112,-0.07252087386352882,0.3444482785681615,0.9571776199669187
Right-Hippocampus,-0.02498814685195733,0.7448952842971723,0.9610773654871112,-0.058222261812078444,0.4480597015507479,0.9571776199669187
Right-Amygdala,-0.04263967470843792,0.5786285676039105,0.9610773654871112,-0.07025024784099312,0.35980475938089135,0.9571776199669187
